"prolific_ID","party","pol_affil","age","gender","ethnicity","treatment","stance","condition","aligned","vax_1","vax_2","vax_3","vax_4","elec_1","elec_2","elec_3","elec_4","dep_1","dep_2","dep_3","dep_4","dv_response_mean_vax","dv_response_mean_elec","dv_response_mean_dep","vax_partisanship","elec_partisanship","dep_partisanship","authorship"
"60bc079d1d1e70867fa85ef6","dem","Democrat",38,"Female","Caucasian/White","no role-play","against","no role-play_against",0,95,80,85,100,1,25,0,0,5,20,5,25,90,6.5,13.75,"Strong Republican","Moderate Democrat","Strong Democrat","Journalist"
"63d84be2c9a21026d442e728","dem","Democrat",29,"Male","Hispanic or Latino","no role-play","for","no role-play_for",0,100,100,90,100,5,15,20,10,80,90,70,90,97.5,12.5,82.5,"Strong Democrat","Strong Republican","Moderate Democrat","Activist"
"6115ddc1b0981cea63afacce","dem","Independent",24,"Male","Caucasian/White","repub","for","repub_for",0,72,69,61,68,60,60,52,60,27,34,21,21,67.5,58,25.75,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"61086b64f4b8fb04027e50c8","dem","Independent",25,"Female","Caucasian/White","dem","against","dem_against",1,100,100,90,100,5,0,0,0,20,15,0,7,97.5,1.25,10.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Democrat","Student"
"5c7d6064f066ff001468d0f5","dem","Democrat",22,"Male","Caucasian/White","dem","for","dem_for",1,100,100,100,100,50,80,50,50,50,50,100,50,100,57.5,62.5,"Strong Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Activist"
"60ffba7a14cb2255dd442b9f","dem","Democrat",21,"Female","African American/Black","no role-play","against","no role-play_against",0,75,50,70,50,94,73,50,97,40,40,45,39,61.25,78.5,41,"Independent / non-partisan / politically neutral","Strong Republican","Moderate Democrat","Professor"
"6108b47894667158bad7b56e","dem","Democrat",22,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,75,40,35,70,0,0,0,0,100,55,0,"Strong Democrat","Moderate Democrat","Strong Republican","Student"
"609c6cc79875c8f0ba5d2242","dem","Democrat",62,"Female","Caucasian/White","repub","for","repub_for",0,100,80,92,100,3,1,0,0,49,50,50,50,93,1,49.75,"Moderate Democrat","Strong Republican","Moderate Republican","Politician"
"5df9846d76f45070feedf075","dem","Democrat",61,"Male","Caucasian/White","dem","for","dem_for",1,75,27,61,21,9,8,29,5,71,78,84,82,46,12.75,78.75,"Strong Democrat","Strong Republican","Strong Republican","Activist"
"60580179f67fdaeb815ab9fc","dem","Democrat",29,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,70,60,30,75,0,50,25,50,100,58.75,31.25,"Strong Democrat","Strong Democrat","Strong Democrat","Activist"
"6461289e6f5807a784f0750d","dem","Democrat",76,"Female","Caucasian/White","dem","against","dem_against",1,30,0,40,30,0,0,0,0,20,70,10,50,25,0,37.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Independent / non-partisan / politically neutral","AI language model"
"6361b032a20001fc86b0ff1b","dem","Democrat",38,"Male","Caucasian/White","dem","against","dem_against",1,100,77,100,100,0,0,0,0,62,74,50,80,94.25,0,66.5,"Independent / non-partisan / politically neutral","Strong Republican","Independent / non-partisan / politically neutral","Professor"
"604dff87be5115f1266d3963","dem","Democrat",61,"Male","Caucasian/White","repub","against","repub_against",0,60,80,70,50,0,0,0,0,0,0,0,0,65,0,0,"Strong Republican","Strong Democrat","Moderate Democrat","AI language model"
"63656699c6cdc76f67843db5","dem","Democrat",37,"Male","Caucasian/White","no role-play","against","no role-play_against",0,75,85,60,80,0,12,0,5,14,22,7,10,75,4.25,13.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Journalist"
"6142015252d62b751d2ca9d6","dem","Democrat",23,"Male","Caucasian/White","no role-play","for","no role-play_for",0,98,100,100,100,84,85,9,92,11,8,7,3,99.5,67.5,7.25,"Strong Democrat","Strong Democrat","Strong Democrat","Activist"
"5f8cfa7c9d47214a4b02c17d","dem","Democrat",21,"Female","Hispanic or Latino","repub","against","repub_against",0,81,86,83,82,33,38,33,5,5,3,10,10,83,27.25,7,"Strong Republican","Moderate Republican","Strong Democrat","Politician"
"62e33e19103dbbbc8e094e76","dem","Democrat",30,"Female","Caucasian/White","repub","for","repub_for",0,90,90,90,90,35,35,25,35,20,20,20,20,90,32.5,20,"Moderate Republican","Moderate Republican","Strong Republican","Activist"
"5db5d6be44d10b000bd05286","dem","Independent",43,"Male","Caucasian/White","dem","against","dem_against",1,90,72,90,100,5,20,5,0,60,60,50,60,88,7.5,57.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Activist"
"63f58cae9e25c0a75793f81b","dem","Democrat",42,"Male","Caucasian/White","dem","for","dem_for",1,100,99,100,100,52,40,39,61,63,80,21,57,99.75,48,55.25,"Strong Democrat","Moderate Democrat","Moderate Republican","Student"
"6103acc700d43dfd502aa181","dem","Democrat",21,"Female","African American/Black","no role-play","against","no role-play_against",0,87,82,67,92,15,60,10,49,19,28,30,0,82,33.5,19.25,"Moderate Republican","Other (Libertarian, Green Party, etc.)","Strong Democrat","Journalist"
"5edaaffa2fb6186f3a7b4579","dem","Democrat",23,"Female","Hispanic or Latino","no role-play","for","no role-play_for",0,100,100,100,100,83,91,8,70,0,0,0,0,100,63,0,"Moderate Democrat","Moderate Democrat","Strong Republican","Journalist"
"6486aa634b94f1dd568fd487","dem","Democrat",51,"Female","Caucasian/White","dem","for","dem_for",1,90,85,84,80,60,65,30,60,60,60,52,50,84.75,53.75,55.5,"Strong Democrat","Moderate Democrat","Independent / non-partisan / politically neutral","Journalist"
"650cde5f37119996e1512b56","dem","Democrat",29,"Female","Caucasian/White","repub","for","repub_for",0,85,80,40,70,10,20,0,0,30,30,20,25,68.75,7.5,26.25,"Moderate Democrat","Strong Republican","Strong Republican","Activist"
"6504c6655c2ae520567f52ff","dem","Democrat",40,"Female","African American/Black","dem","for","dem_for",1,0,100,50,10,60,59,0,61,100,100,80,100,40,45,95,"Independent / non-partisan / politically neutral","Strong Democrat","Independent / non-partisan / politically neutral","Policy Expert"
"5f91d9adb450ef0b0940c4bd","dem","Democrat",30,"Male","Caucasian/White","no role-play","for","no role-play_for",0,80,93,82,100,15,33,10,15,23,33,19,67,88.75,18.25,35.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"6119ccaad19b17d52526b724","dem","Democrat",26,"Female","Caucasian/White","dem","against","dem_against",1,100,100,100,100,2,3,0,0,0,0,0,0,100,1.25,0,"Other (Libertarian, Green Party, etc.)","Strong Democrat","Strong Democrat","AI language model"
"5e8804c63ac81448c5ab0fa5","dem","Democrat",74,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,16,7,32,3,59,58,57,58,100,14.5,58,"Strong Democrat","Strong Democrat","Moderate Republican","AI language model"
"5884593bd920ed0001fdccb4","dem","Democrat",41,"Male","Caucasian/White","no role-play","against","no role-play_against",0,67,26,74,78,44,66,36,56,21,8,1,0,61.25,50.5,7.5,"Independent / non-partisan / politically neutral","Strong Republican","Strong Republican","Politician"
"612f152f7d455625729c73b7","dem","Democrat",25,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,28,40,0,36,0,3,8,4,100,26,3.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Professor"
"65073dbb1b6c2cf65c8fe8b8","dem","Democrat",21,"Female","Caucasian/White","repub","against","repub_against",0,62,89,83,89,26,58,12,17,4,16,2,1,80.75,28.25,5.75,"Moderate Democrat","Moderate Republican","Independent / non-partisan / politically neutral","AI language model"
"56d39b96da2aaa000dab6178","dem","Democrat",36,"Male","Asian or Pacific Islander","dem","against","dem_against",1,85,86,92,100,6,10,4,5,35,29,42,38,90.75,6.25,36,"Independent / non-partisan / politically neutral","Moderate Republican","Moderate Democrat","Journalist"
"5c28113978fad50001932f58","dem","Democrat",34,"Male","Caucasian/White","repub","against","repub_against",0,75,90,90,85,2,3,0,0,55,65,50,51,85,1.25,55.25,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Activist"
"63fa47854a6eae0d497059e5","dem","Democrat",35,"Female","Caucasian/White","no role-play","against","no role-play_against",0,100,95,100,100,0,0,0,0,9,19,15,10,98.75,0,13.25,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Journalist"
"628494ff07588fd08c37117b","dem","Democrat",30,"Female","Caucasian/White","dem","for","dem_for",1,0,0,0,0,90,90,30,100,100,100,100,100,0,77.5,100,"Strong Democrat","Strong Republican","Strong Republican","Journalist"
"65173d4e2c14e2b3e0d3f5e0","dem","Democrat",53,"Male","Caucasian/White","repub","for","repub_for",0,80,20,80,80,0,0,0,100,70,70,50,80,65,25,67.5,"Strong Democrat","Strong Republican","Strong Republican","Student"
"648cf0659fe8190ecf4c28ed","dem","Democrat",52,"Female","Caucasian/White","no role-play","for","no role-play_for",0,90,100,94,93,0,18,0,0,30,30,0,29,94.25,4.5,22.25,"Moderate Democrat","Moderate Republican","Strong Republican","Politician"
"6387db71396bd54b2e9fcd09","dem","Democrat",72,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,0,0,0,0,40,40,40,40,100,0,40,"Strong Democrat","Moderate Democrat","Moderate Republican","Policy Expert"
"60fdac695048c9b68cddadfc","dem","Democrat",28,"Or do you describe yourself in another way (write in gender identity)","Caucasian/White","repub","against","repub_against",0,100,100,100,100,0,20,0,0,0,0,0,0,100,5,0,"Other (Libertarian, Green Party, etc.)","Strong Democrat","Moderate Democrat","Professor"
"5f1dea279f4818757f07f087","dem","Democrat",60,"Female","African American/Black","no role-play","against","no role-play_against",0,20,30,50,0,50,50,0,50,50,50,50,50,25,37.5,50,"Moderate Republican","Strong Republican","Moderate Republican","AI language model"
"651086350ae1352d3dc86754","dem","Democrat",19,"Female","Asian or Pacific Islander","no role-play","for","no role-play_for",0,95,15,86,86,7,30,25,10,90,10,5,5,70.5,18,27.5,"Moderate Democrat","Strong Democrat","Strong Republican","Journalist"
"60ff15fc5b13b0effd1f03ac","dem","Democrat",55,"Female","Caucasian/White","dem","for","dem_for",1,81,91,84,91,61,60,45,63,19,28,20,34,86.75,57.25,25.25,"Strong Democrat","Strong Democrat","Strong Republican","AI language model"
"5ec44da606cb7931f04a35e9","dem","Democrat",57,"Male","Caucasian/White","repub","against","repub_against",0,30,30,60,40,0,0,0,0,70,70,50,60,40,0,62.5,"Strong Republican","Strong Republican","Moderate Republican","AI language model"
"650d9e7cc7ca0c04a4530515","dem","Democrat",32,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,30,40,18,52,15,16,33,12,100,35,19,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Journalist"
"6505f211bbfd499b556b200b","dem","Democrat",26,"Female","Caucasian/White","dem","against","dem_against",1,95,98,87,100,5,20,0,0,19,78,60,29,95,6.25,46.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Democrat","Policy Expert"
"63d897d4e2dd72a1ec295c3b","dem","Independent",25,"Male","African American/Black","dem","against","dem_against",1,80,50,70,60,80,80,50,80,50,50,50,50,65,72.5,50,"Independent / non-partisan / politically neutral","Strong Republican","Strong Democrat","Activist"
"5ce83f6ffdd26c00193b9611","dem","Democrat",54,"Male","Caucasian/White","repub","for","repub_for",0,65,66,75,66,3,24,1,1,54,63,51,52,68,7.25,55,"Moderate Republican","Moderate Democrat","Moderate Republican","Journalist"
"6161e61324cc141a88e2d113","dem","Democrat",31,"Female","Caucasian/White","dem","against","dem_against",1,71,29,26,50,19,27,0,9,0,0,0,0,44,13.75,0,"Moderate Democrat","Moderate Democrat","Strong Democrat","Student"
"63936bad01efa1e55f6e149d","dem","Democrat",58,"Female","Caucasian/White","no role-play","against","no role-play_against",0,84,79,74,78,0,0,0,0,7,2,7,0,78.75,0,4,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model"
"5fd5a01f252edc42142d10c8","dem","Democrat",26,"Female","Caucasian/White","no role-play","for","no role-play_for",0,87,83,83,73,18,21,19,11,90,83,62,80,81.5,17.25,78.75,"Strong Democrat","Moderate Democrat","Moderate Republican","Policy Expert"
"650392fe8aea9d3456ad769c","dem","Democrat",46,"Female","Caucasian/White","dem","for","dem_for",1,91,93,90,91,15,10,10,20,60,50,40,45,91.25,13.75,48.75,"Moderate Democrat","Strong Democrat","Independent / non-partisan / politically neutral","Student"
"6151e70a336a52b8af712d41","dem","Democrat",68,"Male","Caucasian/White","dem","against","dem_against",1,95,85,100,94,1,1,0,100,65,88,20,90,93.5,25.5,65.75,"Strong Democrat","Strong Democrat","Strong Democrat","AI language model"
"5d498ea0faa15b001acd4a5d","dem","Democrat",73,"Female","Caucasian/White","no role-play","against","no role-play_against",0,100,100,100,100,0,0,0,0,0,0,0,100,100,0,25,"Strong Democrat","Moderate Democrat","Strong Democrat","Activist"
"65078d5687357e61e62f3b7a","dem","Democrat",28,"Female","Caucasian/White","repub","for","repub_for",0,100,82,93,93,65,70,60,70,8,20,20,20,92,66.25,17,"Strong Democrat","Strong Democrat","Strong Republican","Policy Expert"
"5a9b7272f05361000171feef","dem","Democrat",58,"Female","African American/Black","no role-play","for","no role-play_for",0,100,100,100,100,58,61,0,100,100,100,100,100,100,54.75,100,"Strong Democrat","Strong Democrat","Moderate Republican","AI language model"
"5f330bfd7109cd0e649566b6","dem","Democrat",52,"Female","Caucasian/White","no role-play","against","no role-play_against",0,95,90,75,95,0,0,0,0,70,100,65,100,88.75,0,83.75,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","Policy Expert"
"60dc631d9b24858ac892985e","dem","Democrat",37,"Female","Hispanic or Latino","dem","for","dem_for",1,40,35,65,40,20,20,80,60,90,90,60,50,45,45,72.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Republican","Activist"
"5938e042e9b44100013ae891","dem","Democrat",37,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,0,0,0,0,71,71,71,71,100,0,71,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"62db76a315d362749f584469","dem","Democrat",54,"Male","Caucasian/White","repub","against","repub_against",0,85,85,95,90,2,2,0,2,10,10,12,10,88.75,1.5,10.5,"Moderate Republican","Moderate Democrat","Strong Democrat","Politician"
"5e683c4d6ca0f9000d3f35fe","dem","Democrat",35,"Male","Caucasian/White","no role-play","for","no role-play_for",0,82,76,71,78,27,30,30,25,58,68,67,63,76.75,28,64,"Moderate Democrat","Moderate Democrat","Moderate Republican","AI language model"
"61008ab408e5d1853e899385","dem","Democrat",21,"Female","Asian or Pacific Islander","dem","for","dem_for",1,87,96,89,100,63,70,57,59,29,44,31,25,93,62.25,32.25,"Moderate Democrat","Strong Democrat","Moderate Republican","Activist"
"5c45b1aa3854d5000129a075","dem","Democrat",38,"Male","African American/Black","repub","against","repub_against",0,100,100,100,100,0,0,0,0,62,8,0,0,100,0,17.5,"Strong Democrat","Strong Republican","Strong Republican","Politician"
"60d4deef827cfdc285b5072e","dem","Democrat",46,"Male","Caucasian/White","no role-play","against","no role-play_against",0,100,100,95,100,0,0,0,0,15,5,10,0,98.75,0,7.5,"Strong Republican","Moderate Democrat","Strong Democrat","AI language model"
"568e7f66e3ef9e000ba1a089","dem","Democrat",64,"Female","Caucasian/White","dem","against","dem_against",1,90,70,70,84,0,0,0,0,0,0,0,0,78.5,0,0,"Moderate Republican","Strong Democrat","Moderate Democrat","AI language model"
"6519753278909cac5e94917e","dem","Democrat",30,"Female","Caucasian/White","dem","for","dem_for",1,88,90,86,85,80,61,0,66,0,100,9,0,87.25,51.75,27.25,"Strong Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Politician"
"5ed856266cb96135ff953e31","dem","Democrat",57,"Male","Caucasian/White","no role-play","for","no role-play_for",0,80,87,86,84,19,19,13,8,16,12,16,10,84.25,14.75,13.5,"Strong Democrat","Moderate Republican","Strong Republican","AI language model"
"62bdfe451d380bec13a4a864","dem","Democrat",26,"Female","Caucasian/White","repub","against","repub_against",0,90,91,75,89,4,2,1,2,20,31,40,27,86.25,2.25,29.5,"Moderate Republican","Moderate Democrat","Strong Democrat","AI language model"
"5dcf402982569a08ddd84086","dem","Democrat",55,"Female","Caucasian/White","dem","against","dem_against",1,35,40,53,75,0,0,0,0,72,75,71,70,50.75,0,72,"Moderate Democrat","Strong Democrat","Strong Democrat","Politician"
"6406914224cb7f3cd08b1675","dem","Democrat",58,"Female","Asian or Pacific Islander","repub","against","repub_against",0,71,45,60,73,19,24,0,0,0,0,0,3,62.25,10.75,0.75,"Moderate Democrat","Strong Democrat","Moderate Republican","Student"
"5f4a187b40b01f589fe766eb","dem","Democrat",35,"Female","Caucasian/White","repub","for","repub_for",0,96,37,71,92,6,5,0,0,16,26,18,9,74,2.75,17.25,"Moderate Democrat","Strong Republican","Moderate Republican","AI language model"
"6042794fe3c49714bee3e9cf","dem","Democrat",71,"Female","Caucasian/White","no role-play","against","no role-play_against",0,27,38,46,31,12,14,9,9,46,53,31,46,35.5,11,44,"Moderate Republican","Strong Democrat","Moderate Democrat","Professor"
"5e555e3152f93b5508f5bc16","dem","Democrat",27,"Female","Hispanic or Latino","dem","for","dem_for",1,80,70,70,71,65,55,50,70,50,55,50,50,72.75,60,51.25,"Strong Democrat","Moderate Democrat","Moderate Republican","Politician"
"5f969b802a498b000aab2571","dem","Democrat",44,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,2,5,0,0,0,5,0,0,100,1.75,1.25,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model"
"60fcd293ec98489192e5444f","dem","Independent",23,"Male","Caucasian/White","dem","against","dem_against",1,70,54,45,55,0,0,0,0,0,0,0,0,56,0,0,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Student"
"614f7ff5a3f96d1ecec5053a","dem","Democrat",47,"Female","Caucasian/White","dem","for","dem_for",1,75,75,85,90,30,30,20,15,30,30,25,25,81.25,23.75,27.5,"Moderate Democrat","Strong Democrat","Moderate Republican","AI language model"
"559ef308fdf99b2616ff2a4f","dem","Democrat",67,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,10,14,0,0,20,8,8,9,100,6,11.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","Professor"
"6509a2f78e9c93c6f95a3db9","dem","Democrat",51,"Female","Caucasian/White","repub","for","repub_for",0,92,92,93,95,6,11,0,0,29,73,24,17,93,4.25,35.75,"Strong Democrat","Strong Republican","Strong Republican","Policy Expert"
"5fb608dd0aef3d0539ddfa91","dem","Democrat",22,"Female","Caucasian/White","no role-play","against","no role-play_against",0,0,5,2,8,0,92,0,0,11,5,3,3,3.75,23,5.5,"Moderate Democrat","Strong Democrat","Strong Democrat","Policy Expert"
"626b32d583403297e6e28969","dem","Democrat",53,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,48,52,0,45,25,35,15,35,100,36.25,27.5,"Strong Democrat","Moderate Democrat","Moderate Republican","AI language model"
"57bcddc8c5234c0001470545","dem","Democrat",55,"Female","Caucasian/White","no role-play","against","no role-play_against",0,95,95,95,96,0,12,0,0,8,5,5,95,95.25,3,28.25,"Moderate Republican","Strong Democrat","Strong Democrat","Journalist"
"6095ed23bec8c0d7681c5d28","dem","Democrat",27,"Female","African American/Black","dem","against","dem_against",1,0,0,0,0,27,43,13,37,35,46,20,37,0,30,34.5,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","Politician"
"5ea92954ef7ece00096faf5a","dem","Democrat",27,"Female","Asian or Pacific Islander","no role-play","for","no role-play_for",0,98,93,100,94,69,41,38,66,75,68,50,61,96.25,53.5,63.5,"Moderate Democrat","Strong Democrat","Moderate Republican","AI language model"
"628eab48a8c8dc1ecec338dd","dem","Democrat",29,"Male","Caucasian/White","dem","against","dem_against",1,100,100,98,100,0,1,0,0,12,14,8,10,99.5,0.25,11,"Moderate Republican","Moderate Democrat","Strong Democrat","AI language model"
"5f28080c17334b02e7750f9d","dem","Democrat",49,"Female","Caucasian/White","repub","for","repub_for",0,91,92,84,91,4,20,5,3,50,23,30,45,89.5,8,37,"Moderate Democrat","Moderate Republican","Strong Republican","Journalist"
"64401bbc387059828cc383b3","dem","Democrat",21,"Male","Caucasian/White","repub","against","repub_against",0,74,57,77,65,35,70,28,52,34,33,49,23,68.25,46.25,34.75,"Strong Republican","Strong Democrat","Independent / non-partisan / politically neutral","Politician"
"5db80ef9823e0c000e66e1ea","dem","Democrat",32,"Male","Caucasian/White","dem","for","dem_for",1,30,22,30,21,100,100,0,100,20,22,14,11,25.75,75,16.75,"Strong Democrat","Strong Republican","Strong Republican","AI language model"
"5ddeed7ba4aa26f9afcd1ef6","dem","Democrat",56,"Female","Caucasian/White","dem","against","dem_against",1,95,94,94,92,4,2,0,0,41,10,8,14,93.75,1.5,18.25,"Moderate Democrat","Strong Republican","Strong Republican","Politician"
"62672c410f14e7008e2a90ee","dem","Democrat",56,"Male","Caucasian/White","no role-play","against","no role-play_against",0,18,25,21,82,0,0,0,0,72,75,22,61,36.5,0,57.5,"Moderate Republican","Strong Republican","Moderate Democrat","Journalist"
"6307ec6ec8fb74f8e9829061","dem","Democrat",21,"Female","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,90,95,40,95,0,0,0,0,100,80,0,"Strong Democrat","Strong Democrat","Moderate Republican","Policy Expert"
"5ec4a156bc5aac3819ac52f2","dem","Democrat",30,"Male","African American/Black","no role-play","against","no role-play_against",0,65,40,52,55,0,5,0,0,26,22,20,15,53,1.25,20.75,"Moderate Republican","Moderate Democrat","Strong Democrat","Student"
"5d4b033469a77b0018f65b19","dem","Democrat",43,"Male","Caucasian/White","repub","against","repub_against",0,100,89,78,100,0,0,0,0,16,13,20,7,91.75,0,14,"Moderate Democrat","Strong Democrat","Moderate Democrat","Professor"
"63d16095e853005ff591b9a1","dem","Democrat",41,"Male","African American/Black","repub","for","repub_for",0,50,30,50,28,30,50,9,21,35,50,45,40,39.5,27.5,42.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Republican","Activist"
"5bace423b95cc700014b5334","dem","Democrat",37,"Female","Caucasian/White","no role-play","for","no role-play_for",0,97,85,93,94,27,67,16,8,7,22,21,8,92.25,29.5,14.5,"Moderate Republican","Moderate Republican","Strong Republican","AI language model"
"64d50e1ad5a5d6c6fb9fb493","dem","Democrat",57,"Female","Hispanic or Latino","no role-play","for","no role-play_for",0,100,100,100,100,5,5,0,0,21,20,30,20,100,2.5,22.75,"Strong Democrat","Strong Republican","Strong Republican","Politician"
"63acbf912d16917452e0bf4e","dem","Democrat",50,"Female","Caucasian/White","dem","for","dem_for",1,91,80,83,92,92,29,27,75,81,75,69,82,86.5,55.75,76.75,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Republican","Journalist"
"5c5f8a910edbd90001e1feda","dem","Democrat",69,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,10,11,21,16,35,25,43,40,100,14.5,35.75,"Strong Democrat","Moderate Democrat","Moderate Republican","Policy Expert"
"5e27868c5cbbcc0b3599574b","dem","Democrat",32,"Male","Caucasian/White","dem","against","dem_against",1,89,100,71,70,0,16,0,0,0,22,0,0,82.5,4,5.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Moderate Democrat","Policy Expert"
"62d3a0c04f6ebe4414487db0","dem","Democrat",33,"Male","Other","no role-play","against","no role-play_against",0,100,100,100,85,0,15,0,0,20,20,50,10,96.25,3.75,25,"Moderate Republican","Strong Democrat","Strong Democrat","Activist"
"60f4a96fa040aaa9bac2fb0b","dem","Democrat",39,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,34,50,0,20,9,40,0,19,100,26,17,"Moderate Republican","Strong Democrat","Strong Republican","AI language model"
"5efc1d4ee23e2a011ded073e","dem","Democrat",29,"Female","Asian or Pacific Islander","repub","against","repub_against",0,31,17,34,92,72,75,73,70,6,21,8,19,43.5,72.5,13.5,"Moderate Democrat","Moderate Republican","Independent / non-partisan / politically neutral","Activist"
"5fca897497b7d66d2a1e8cc2","dem","Democrat",26,"Female","African American/Black","repub","against","repub_against",0,100,100,100,100,30,25,25,20,70,70,84,50,100,25,68.5,"Strong Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Policy Expert"
"5fd1b7ce7f95581cbe63eec6","dem","Democrat",24,"Male","Asian or Pacific Islander","no role-play","for","no role-play_for",0,90,80,74,83,30,60,50,40,70,70,30,50,81.75,45,55,"Moderate Democrat","Moderate Democrat","Moderate Republican","Activist"
"5f6ac3f62c65e21a96d0a5e1","dem","Democrat",45,"Female","Caucasian/White","dem","against","dem_against",1,82,61,81,83,0,0,0,0,0,8,0,8,76.75,0,4,"Moderate Democrat","Moderate Democrat","Strong Democrat","Journalist"
"6489db7cf28c81a0fe36111f","dem","Democrat",60,"Female","Caucasian/White","dem","for","dem_for",1,100,95,95,100,5,10,0,0,5,0,0,0,97.5,3.75,1.25,"Independent / non-partisan / politically neutral","Moderate Democrat","Moderate Republican","AI language model"
"626805a1a733f39a611c7064","dem","Democrat",52,"Male","Caucasian/White","repub","for","repub_for",0,98,98,100,100,25,26,49,47,40,45,50,40,99,36.75,43.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"56522521812a980005fe67cc","dem","Democrat",29,"Male","Caucasian/White","no role-play","against","no role-play_against",0,90,90,70,95,0,5,0,0,0,0,0,0,86.25,1.25,0,"Moderate Republican","Moderate Democrat","Moderate Democrat","AI language model"
"5d33c8bef7b9c100015ae7d1","dem","Democrat",38,"Female","Caucasian/White","dem","for","dem_for",1,84,90,84,83,89,61,44,56,75,38,47,46,85.25,62.5,51.5,"Strong Democrat","Strong Democrat","Moderate Republican","Activist"
"57a2caf8275be6000135b3aa","dem","Democrat",31,"Female","African American/Black","no role-play","against","no role-play_against",0,85,26,72,81,6,12,0,0,29,15,27,13,66,4.5,21,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Professor"
"5bd06dfc93c2130001c70c68","dem","Democrat",37,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,0,0,0,0,0,0,0,0,100,0,0,"Strong Republican","Moderate Democrat","Moderate Republican","Professor"
"60fe278c88740a891bb89469","dem","Democrat",42,"Female","Caucasian/White","dem","against","dem_against",1,70,70,60,65,5,5,0,5,30,40,40,40,66.25,3.75,37.5,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","Student"
"60fd0c7f3feef315172385cf","dem","Democrat",38,"Female","Caucasian/White","no role-play","for","no role-play_for",0,100,50,60,60,60,70,50,60,65,75,50,70,67.5,60,65,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","Activist"
"610c940475aedaf9c70a190e","dem","Democrat",69,"Female","Caucasian/White","repub","for","repub_for",0,100,95,93,91,0,10,0,0,60,60,40,60,94.75,2.5,55,"Moderate Democrat","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Journalist"
"58d165dff7a08b000176c54c","dem","Democrat",28,"Female","African American/Black","repub","for","repub_for",0,70,50,61,45,50,54,50,37,70,78,61,74,56.5,47.75,70.75,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Republican","Politician"
"6277fd1a3a086f8af7867fa0","dem","Democrat",23,"Female","Asian or Pacific Islander","no role-play","for","no role-play_for",0,100,97,100,100,40,29,18,58,40,47,67,48,99.25,36.25,50.5,"Moderate Democrat","Moderate Democrat","Strong Republican","Activist"
